etablissement,polluant
5519494,38
5519494,40
3013457,79
3013457,66
54500464,77
3013457,61
54500464,31
54500464,15
3013457,31
3013457,26
54500358,77
3013457,97
5108412,15
3013457,18
5108412,77
3012825,77
3801840,15
3801840,77
3012825,15
6520595,15
100000324,15
6520595,77
55614879,77
3013763,15
6704003,30
3802700,15
3802700,77
6522620,22
6522702,77
6521577,29
5521989,77
3013556,77
5521989,15
3013651,77
3013651,15
3013556,15
5425624,97
5425624,31
3802367,77
3802367,15
100002026,71
52205248,11
7300911,63
5521772,77
52202555,11
100002239,66
100002239,59
52900678,11
100002239,45
100002239,31
100002239,26
3800615,20
100002239,18
100002239,72
100002239,79
6002609,70
100002239,77
100002239,97
53502762,40
100002239,38
100002239,40
53502762,39
100002239,70
54400060,11
53503989,34
53503989,77
53503989,60
53503989,33
55602817,11
5521186,15
5521186,25
5521186,34
5521186,33
52200157,11
52700386,11
56401043,11
